Restaurante ID,Nombre,Ciudad,Direccion,Localidad,Comida,Delivery,Rango precio,Rating texto,Votos
18273972,Magadh and Awadh,Gurgaon,"SCO 396, Near IFFCO Chowk Metro Station, Sector 29, Gurgaon",Sector 29,"Bihari, Lucknowi, North Indian",Yes,3,Very Good,226.0
8430,Mamagoto,Gurgaon,"SCO 56, City Centre, Sector 29, Gurgaon",Sector 29,"Asian, Thai, Chinese",Yes,3,Very Good,875.0
18157413,Molecule Air Bar,Gurgaon,"4th Floor, SCO 53, Main Market, Sector 29, Gurgaon",Sector 29,"Continental, North Indian, Italian, Chinese",No,3,Very Good,1809.0
18422475,Nagai,Gurgaon,"SCO 305, Ground Floor, Huda Gymkhana Road, Behind The Pllazio Hotel, Sector 29, Gurgaon",Sector 29,"Japanese, Sushi",No,4,Very Good,56.0
18435794,PitStop BrewPub,Gurgaon,"Oysters Beach, Sector 29, Gurgaon",Sector 29,"Continental, Italian, North Indian, Mughlai",No,3,Very Good,166.0
18429166,The Classroom,Gurgaon,"Main Market, Sector 29, Gurgaon",Sector 29,"North Indian, Italian, Parsi, Asian, Kerala",No,3,Very Good,146.0
18264995,buí©no,Gurgaon,"108, Vijay Vihar, Silokhera Road, Near BPTP Park Centra Building, Sector 30, Gurgaon",Sector 30,"Healthy Food, Cafe, Desserts, Italian, Bakery",Yes,2,Good,99.0
18025114,Bottles and Barrels,Gurgaon,"2nd Floor, Star Tower, Exit 8, NH-8, Sector 30, Gurgaon",Sector 30,"North Indian, Asian, Italian",No,3,Very Good,242.0
310799,A One Rasoi,Gurgaon,"Shop 53, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",Sector 31,North Indian,No,2,Average,11.0
306719,Angeethi,Gurgaon,"200, Main Market, Sector 31, Gurgaon",Sector 31,"North Indian, Chinese, Mughlai",No,1,Average,73.0
18285721,Burger Point,Gurgaon,"Shop 163, HUDA Market, Sector 31, Gurgaon",Sector 31,"Burger, Fast Food",No,1,Average,7.0
598,Cafe Coffee Day,Gurgaon,"SCO-24, Main Market, Sector 31, Gurgaon",Sector 31,Cafe,No,1,Average,23.0
300066,Cake Castle,Gurgaon,"117/184, Main Market, Sector 31, Gurgaon",Sector 31,"Bakery, Fast Food",Yes,1,Average,23.0
18396412,CHA,Gurgaon,"Shop 99, HUDA Market, Sector 32, Near Sector 31, Gurgaon",Sector 31,"Beverages, Fast Food",No,1,Average,7.0
18249121,Chai Point,Gurgaon,"3rd Floor, Tower A3, DLF Silokhera, Sector 30, Gurgaon",Sector 31,"Tea, Fast Food",Yes,1,Average,10.0
18241877,Fees - The Cloud Kitchen,Gurgaon,"1010, Sector 31, Gurgaon",Sector 31,"North Indian, Mughlai",No,2,Average,5.0
310461,Food Ka Mood,Gurgaon,"Shop 94-95, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",Sector 31,"North Indian, Chinese",Yes,2,Average,34.0
18385781,Frozen Factory,Gurgaon,"Near Cut and Style, Sector 31, Gurgaon",Sector 31,"Desserts, Beverages",No,1,Average,7.0
18360098,Goli Vada Pav No. 1,Gurgaon,"Shop 212, Sector 31-32 A HUDA Market, Sector 31, Gurgaon",Sector 31,Street Food,Yes,1,Average,5.0
300491,Green Chick Chop,Gurgaon,"108, Opposite Corporation Bank, HUDA Market, Sector 31, Gurgaon",Sector 31,"Raw Meats, North Indian, Fast Food",No,1,Average,14.0
307678,Harichatni.com,Gurgaon,"Shop 15, Huda Market, Sector 31, Gurgaon",Sector 31,"North Indian, Street Food",No,2,Average,7.0
18352295,Kk Chaap Express,Gurgaon,"HUDA Market, Sector 31, Gurgaon",Sector 31,"Fast Food, North Indian",No,1,Average,8.0
18451594,Latenight.in,Gurgaon,"147, Sector 31, Gurgaon",Sector 31,"North Indian, Biryani, Chinese",Yes,2,Average,8.0
18391176,Mitran Da Junction,Gurgaon,"Shop 57, Near Subway Market, Sector 31, Gurgaon",Sector 31,North Indian,No,2,Average,7.0
313456,Mogambo Kitchen,Gurgaon,"961, Sector 40, Near Sector 31, Gurgaon",Sector 31,"North Indian, Fast Food",No,1,Average,9.0
304518,Mother Ringlet,Gurgaon,"Shop 211, Huda Market, Sector 31, Gurgaon",Sector 31,"North Indian, Chinese",No,1,Average,52.0
6896,Sna-X Point,Gurgaon,"Shop 109, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",Sector 31,"Fast Food, Chinese",No,1,Average,39.0
18441701,Wow! Momo,Gurgaon,"Shop 214, Huda Market, Sector 31, Gurgaon",Sector 31,"Chinese, Tibetan",No,1,Average,9.0
4154,Yashna,Gurgaon,"Shop 199, Main Market, Sector 31, Gurgaon",Sector 31,"North Indian, Mughlai",Yes,2,Average,73.0
18376925,Twigly,Gurgaon,"Huda Market, Sector 46, Near Sector 31, Gurgaon",Sector 31,"Asian, Continental, Fast Food",Yes,2,Excellent,76.0
2180,Bakers Oven,Gurgaon,"141, Sector 31-32 A, Sector 31, Gurgaon",Sector 31,"Bakery, Desserts",Yes,2,Good,183.0
18224532,Dilli 6 On Wheels,Gurgaon,"Shop 84, 85, 86 & 87, HUDA Shopping Complex, Near Medanta Hospital, Sector 32, Near, Sector 31, Gurgaon",Sector 31,"North Indian, Chinese",Yes,1,Good,142.0
18356357,La Pino'z Pizza,Gurgaon,"Shop 19, 1st floor, Sector 31, Gurgaon",Sector 31,"Pizza, Italian",Yes,2,Good,22.0
18175268,LeanBodyMeals,Gurgaon,"Sector 31, Gurgaon",Sector 31,"Healthy Food, Salad, Italian, Continental",Yes,2,Good,144.0
5004,Om Sweets & Snacks,Gurgaon,"SCO 17, Main Market, Sector 31, Gurgaon",Sector 31,"North Indian, South Indian, Street Food, Mithai",Yes,2,Good,486.0
308617,Tasty Tweets,Gurgaon,"118, HUDA Market, Sector 31, Gurgaon",Sector 31,Bakery,Yes,1,Good,104.0
304351,The Kathi Rolls,Gurgaon,"Shop 150, HUDA Market, Sector 31, Gurgaon",Sector 31,Fast Food,Yes,1,Good,136.0
18354655,Bite N Sip,Gurgaon,"Shop 124, Huda Market, Sector 40, Near, Sector 31, Gurgaon",Sector 31,"Fast Food, Chinese",No,1,Not rated,3.0
18391141,Burger Joint,Gurgaon,"Shop 46, Huda Market Sector 40, Near Sector 31, Gurgaon",Sector 31,Fast Food,No,1,Not rated,1.0
18492062,Dilli Light,Gurgaon,"40, 1st Floor, Sector 31, Gurgaon",Sector 31,"North Indian, Chinese",No,2,Not rated,0.0
18324806,Love Desserts,Gurgaon,"Sector 40, Near Sector 45, Gurgaon",Sector 31,Bakery,No,2,Not rated,0.0
18354665,Flying Cakes,Gurgaon,"Main Huda Market, Sector 40, Near, Sector 31, Gurgaon",Sector 31,Bakery,Yes,1,Poor,13.0
309543,Bikkgane Biryani,Gurgaon,"SCO 6, HUDA Market, Sector 31, Gurgaon",Sector 31,"Biryani, North Indian, Hyderabadi",Yes,2,Very Good,530.0
18419875,Cafeast,Gurgaon,"Next to ITC Green Centre, Institutional Area, Sector 32, Near, Sector 39, Gurgaon",Sector 39,"North Indian, Chinese",No,2,Average,6.0
18358189,Yomo-Your Only Momo Outlet,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon",Sector 39,Fast Food,No,1,Average,5.0
18352250,Afghan Indian,Gurgaon,"1, V&D Tower Jharsa, Opposite Medicity Hospital, Sector 39, Gurgaon",Sector 39,Afghani,No,2,Not rated,0.0
18435789,Al Fanoos,Gurgaon,"VPO Jharsa, Sector 39, Gurgaon",Sector 39,"Afghani, North Indian",No,2,Not rated,0.0
308199,Alwar Sweets & Namkeen,Gurgaon,"Shop 45-46, HUDA Market, Sector 39, Gurgaon",Sector 39,"Mithai, Street Food",No,1,Not rated,3.0
18393717,Baskin Robbins,Gurgaon,"Shop 1, Plot 1-A, Circular Road, New Colony, Sector 39, Gurgaon",Sector 39,Ice Cream,No,1,Not rated,0.0
18458642,Bisht Food Court,Gurgaon,"Huda Market, Sector 32, Near Sector 39, Gurgaon",Sector 39,"Fast Food, Chinese",No,1,Not rated,0.0
18458635,Burj Al Arab,Gurgaon,"Shop 1&2, Dharam Tower, Opposite Medanta Hospital, Jharsa Village, Sector 39, Gurgaon",Sector 39,Afghani,No,2,Not rated,0.0
18447121,Chinese Chilli Sizllers,Gurgaon,"Near City Centre Mall, Sector 39, Gurgaon",Sector 39,Chinese,No,1,Not rated,0.0
18313136,Costa Coffee,Gurgaon,"Upper Ground Floor, Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",Sector 39,Cafe,No,2,Not rated,0.0
18358175,Costa Coffee,Gurgaon,"Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",Sector 39,Cafe,No,2,Not rated,0.0
18357944,Desi Bites,Gurgaon,"Plot 410, Near Medanta, Sector 39, Gurgaon",Sector 39,"North Indian, Fast Food",No,1,Not rated,2.0
18384132,Fresh Food,Gurgaon,"Q 292, Sector 40, Near Sector 39, Gurgaon",Sector 39,North Indian,No,1,Not rated,0.0
18458643,Kwality Restaurant,Gurgaon,"Shop 91,92, Huda Market Sector 32, Near Sector 39, Gurgaon",Sector 39,"North Indian, Chinese",No,1,Not rated,0.0
18292436,Kwality Wall's Swirl's,Gurgaon,"Ground Floor, Tower B, Cyber Park, Sector 39, Gurgaon",Sector 39,Ice Cream,No,1,Not rated,1.0
18345759,Nehra's Food Point,Gurgaon,"Opposite Unitech Cyber Park, Sector 39, Gurgaon",Sector 39,Chinese,No,1,Not rated,0.0
18352657,Orange Food Cart,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon",Sector 39,Chinese,No,1,Not rated,0.0
18458637,Royal Sweets,Gurgaon,"Near Gurudwara, Opposite Medanta Hospital, Sector 39, Gurgaon",Sector 39,"North Indian, Mithai, Chinese",No,2,Not rated,0.0
18352655,Shree Annapurna,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon",Sector 39,"Chinese, North Indian",No,1,Not rated,0.0
18458641,Underground Restaurant,Gurgaon,"Adjacent Unitech Cyber Park, Opposite HSBC Building, Sector 39, Gurgaon",Sector 39,"Chinese, North Indian",No,2,Not rated,0.0
304142,Midnight Sutra,Gurgaon,"Near Paras Hospital, Sector 43, Gurgaon",Sector 43,"North Indian, Fast Food",Yes,2,Average,174.0
18433016,Paddy's - The Grub Grill,Gurgaon,"Fuel Nation Petrol Pump, Opposite Ardee City Gate 2, Sector 52A, Near, Sector 43, Gurgaon",Sector 43,"North Indian, Chinese, Fast Food",Yes,2,Average,11.0
312683,Sugar Rush By Saiba,Gurgaon,"The Icon, Sector 43, Gurgaon",Sector 43,"Bakery, Desserts",No,1,Very Good,176.0
18037824,Bamboo House,Gurgaon,"Shop 97, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"Chinese, Thai",Yes,2,Average,64.0
303848,Burger Unlimited Kitchen,Gurgaon,"Shop 78, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"North Indian, Chinese, Fast Food",Yes,2,Average,41.0
18273536,Cafeteria Point,Gurgaon,"SCO 4, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,Cafe,Yes,2,Average,24.0
18291450,Choudhary Gohana Famous Jalebi,Gurgaon,"Shop 3, Near Vita Booth, Huda Market, Sector 45, Gurgaon",Sector 45,"Mithai, Street Food",No,1,Average,10.0
18345780,Curry N' Tandoor,Gurgaon,"Shop 41, Huda Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"Mughlai, North Indian",No,2,Average,18.0
18303712,Dawat-e-Ishq,Gurgaon,"Shop 96, HUDA Market, Sector 45, Gurgaon",Sector 45,"North Indian, Chinese",Yes,2,Average,59.0
309021,Delish Bake N Choc,Gurgaon,"Shop 108 & 109, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,"Bakery, Fast Food",No,1,Average,28.0
306477,Flavours,Gurgaon,"Shop number 59, HUDA Market, Sector 46, Gurgaon, Sector 45, Gurgaon",Sector 45,"North Indian, Chinese, Mughlai",No,2,Average,74.0
18303698,Om Sweets & Snacks,Gurgaon,"Shop 135, Huda Market Sector 46, Near, Sector 45, Gurgaon",Sector 45,"North Indian, South Indian, Street Food, Mithai",Yes,2,Average,14.0
18381664,Om Sweets,Gurgaon,"SCO 141 & 142, Huda Market, Sector 46, Near, Sector 45, Gurgaon",Sector 45,"Mithai, North Indian, South Indian, Chinese",Yes,1,Average,50.0
18161601,Raj Restaurant,Gurgaon,"Next to Discovery Wines, Village Kanhai, Sector 45, Gurgaon",Sector 45,"North Indian, Mughlai",No,2,Average,11.0
18279913,Tasha's Artisan Foods,Gurgaon,"E-15, Greenwoods City, Sector 45, Gurgaon Near Sector 45",Sector 45,"Bakery, Desserts",No,1,Average,10.0
18268733,Urban Kitchen,Gurgaon,"Shop 93, HUDA Market, Sector 46,Near Sector 45, Gurgaon",Sector 45,"North Indian, Chinese, Mughlai",Yes,2,Average,88.0
18204811,Nite Bites,Gurgaon,"Sector 45, Gurgaon",Sector 45,"North Indian, Chinese, Continental",Yes,2,Good,427.0
18476542,Apna Dabba,Gurgaon,"Basement, 1346, Opposite Delhi Public School, Sector 45, Gurgaon",Sector 45,North Indian,No,1,Not rated,0.0
18279459,BiBo's Kitchen,Gurgaon,"Sector 45, Gurgaon",Sector 45,"Bengali, North Indian",No,1,Not rated,3.0
18409216,Burger Point,Gurgaon,"Shop 37, Huda Market Sector 46, Near Sector 45, Gurgaon",Sector 45,"Burger, Fast Food",No,1,Not rated,1.0
313408,Cherry Crossing Foods,Gurgaon,"Sector 45, Gurgaon",Sector 45,North Indian,No,1,Not rated,3.0
18345770,Chinese Fast Food,Gurgaon,"Village Kanhai Ramlila Ground, Opposite Shiv Mandir, Sector 45, Gurgaon",Sector 45,Chinese,No,1,Not rated,0.0
18499475,Chinese Food,Gurgaon,"Sector 45, Gurgaon",Sector 45,Chinese,No,1,Not rated,0.0
18034069,Chop Shop,Gurgaon,"Shop 65, HUDA Market, Sector 45, Gurgaon",Sector 45,"Raw Meats, Fast Food",No,1,Not rated,0.0
18396431,Dhara,Gurgaon,"Sector 45, Gurgaon",Sector 45,"North Indian, Fast Food, South Indian",No,1,Not rated,1.0
18392211,Foody Goody,Gurgaon,"Plot 1991, Sector 45, Gurgaon",Sector 45,North Indian,No,1,Not rated,0.0
18291213,Kehar Sweets And Snacks,Gurgaon,"Shop 43, HUDA Market, Sector 45, Gurgaon",Sector 45,"Mithai, Street Food",No,1,Not rated,1.0
18350136,Muskan Chicken Biryani,Gurgaon,"Green Wood Plaza, Sector 45, Gurgaon",Sector 45,Biryani,No,1,Not rated,0.0
310454,Shakes Cakes 'n' More,Gurgaon,"24, Ground Floor, Greenwood Plaza, Sector 45, Gurgaon",Sector 45,"Bakery, Desserts",No,1,Not rated,1.0
18446413,Shri Sai Kirpa Food,Gurgaon,"Opposite Shiv Mandir, Sector 45, Gurgaon",Sector 45,North Indian,No,1,Not rated,0.0
18499471,Sufiya Hotel,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon",Sector 45,"Mughlai, North Indian",No,1,Not rated,0.0
18124387,The Breakfast Bite,Gurgaon,"Near Delhi Public School, Sector 45, Gurgaon",Sector 45,"North Indian, South Indian",No,1,Not rated,1.0
18499459,Veg Hut,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon",Sector 45,North Indian,No,1,Not rated,0.0
894,Raj Restaurant,Gurgaon,"10, Green Woods Plaza, Green Wood City, Sector 45, Gurgaon",Sector 45,"Chinese, North Indian, Mughlai",Yes,2,Poor,92.0
5079,Burger Hut,Gurgaon,"Shop 4, HUDA Market, Sector 5, Gurgaon",Sector 5,"Burger, Fast Food, Chinese",No,1,Average,16.0
18289241,Dancing Turkeys,Gurgaon,"Shop 8-10, Samaspur Market, Sector 51, Tigra Road, Near Sector 50, Gurgaon",Sector 50,Continental,No,2,Average,17.0
18352682,The Pack King,Gurgaon,"Plot 46, Sector 51, Near Sector 50, Gurgaon",Sector 50,North Indian,No,1,Not rated,3.0
18352658,Bikaner Misthan Bhandar,Gurgaon,"Main Market, Wazirabad, Sector 52, Near, Sector 53, Gurgaon",Sector 53,"Mithai, Street Food",No,1,Not rated,0.0
18241896,Zizo,Gurgaon,"Palm Spring Plaza, Sector 54, Gurgaon",Sector 54,"Lebanese, Mediterranean, Middle Eastern, Arabian",Yes,3,Good,233.0
18363062,Grill King Kabab & Curries,Gurgaon,"Shop 1, La Mart, La Laguna Society, Golf Course Road, Sector 54, Gurgaon",Sector 54,"North Indian, Chinese",Yes,2,Poor,20.0
18380197,Aarush - A Mediterranean Kitchen,Gurgaon,"Sector 56, Gurgaon",Sector 56,Mediterranean,No,2,Average,6.0
18472639,Blossoms 4 U,Gurgaon,"A 269, Ground Floor, Sushant Lok 2 , Sector 55, Near Sector 56, Gurgaon",Sector 56,"Bakery, Desserts",Yes,1,Average,6.0
18351822,Breakfast@60,Gurgaon,"801, Arihant CGHS, Sector 56, Gurgaon",Sector 56,"Chinese, North Indian, South Indian, Healthy Food",No,1,Average,6.0
18388168,Bunny Burgers,Gurgaon,"Shop 114-E, HUDA Market, Sector 56, Gurgaon",Sector 56,"Fast Food, Burger",Yes,1,Average,15.0
18472449,Curry Haus,Gurgaon,"DSS 59, Sector 55, Near Sector 56, Gurgaon",Sector 56,North Indian,Yes,2,Average,4.0
18314053,Droolfi,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,Desserts,No,1,Average,4.0
300654,Earthen Spices,Gurgaon,"7, Sushant Tower, Sushant Lok 2, Sector 56, Gurgaon",Sector 56,"North Indian, Mughlai, Chinese",No,2,Average,20.0
18144467,FatPlates,Gurgaon,"3, Ground Floor, Sushant Tower, Sector 56, Gurgaon",Sector 56,North Indian,No,2,Average,18.0
18332527,Food4U!,Gurgaon,"198-199, Paras Trade Centre, Gwal Pahari, Sector 56, Gurgaon",Sector 56,"North Indian, Chinese, Street Food",Yes,2,Average,18.0
18423797,Ghar Ki Handi,Gurgaon,"Sector 56, Gurgaon",Sector 56,North Indian,No,1,Average,6.0
18265424,Giani,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,"Ice Cream, Desserts",No,1,Average,7.0
311534,Great Desserts Company,Gurgaon,"SCO 86, 2nd Floor, District Shopping Centre, Sector 56, Gurgaon",Sector 56,"Bakery, Desserts",No,1,Average,14.0
18124345,Green Chick Chop,Gurgaon,"Shop 114-E, HUDA Market, Sector 56, Gurgaon",Sector 56,"Raw Meats, Fast Food",No,1,Average,4.0
5190,Mughlai Treat,Gurgaon,"26, Ground Floor, Sushant Tower, Sector 56, Gurgaon",Sector 56,"North Indian, Mughlai",No,2,Average,48.0
310235,Munch,Gurgaon,"Sector 56, Gurgaon",Sector 56,"North Indian, South Indian, Fast Food",Yes,2,Average,9.0
18251519,New Spice World,Gurgaon,"Opposite SBI ATM, Main Huda Market, Sector 56, Gurgaon",Sector 56,"Chinese, Fast Food",No,2,Average,5.0
6764,Pure Bliss,Gurgaon,"SCO 81, HUDA Market, Sector 55, Near Sector 56, Gurgaon",Sector 56,"North Indian, Chinese",No,2,Average,33.0
18345767,Puskar Raj Momos & Chinese Corner,Gurgaon,"HUDA Market, Near SBI ATM, Sector 56, Gurgaon",Sector 56,Chinese,No,1,Average,4.0
313401,Sai-Yo!,Gurgaon,"Kiosk 11, District Commercial Center, Sector 56, Gurgaon",Sector 56,"North Indian, Chinese",Yes,2,Average,37.0
307398,Shanghai Cafe,Gurgaon,"SCO 13, District Commercial Sector, Near Metro Mall, Sector 56, Gurgaon",Sector 56,Chinese,Yes,2,Average,17.0
309763,The Blaze,Gurgaon,"Club Florence, Block E, Sushant Lok 2, Sector 56, Gurgaon",Sector 56,"North Indian, Chinese",No,2,Average,8.0
18439540,Ullu Delivers,Gurgaon,"C Block, Near HUDA Market, Sector 56, Gurgaon",Sector 56,"North Indian, Chinese",Yes,2,Average,5.0
5011,Yomo-Your Only Momo Outlet,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,Fast Food,No,1,Average,6.0
18265720,Dimsum Democracy,Gurgaon,"Market Parking, Sector 56, Gurgaon",Sector 56,Chinese,No,2,Good,47.0
18444356,Midnight Hunger,Gurgaon,"Sector 56, Gurgaon",Sector 56,"Continental, North Indian",No,1,Good,46.0
18419894,The Punjab Kitchen,Gurgaon,"A-704, Grand Arc, Golf Course Extension Road, Sector 56, Gurgaon",Sector 56,North Indian,Yes,1,Good,37.0
18254541,Too Maach,Gurgaon,"Shop 8, District Shopping Centre, Sector 56, Gurgaon",Sector 56,"Bengali, North Indian",Yes,2,Good,46.0
18393709,Apni Rasoi,Gurgaon,"HUDA Market Parking, Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,0.0
18421493,Bala Ji Sweets Corner,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,"Mithai, Street Food",No,1,Not rated,0.0
18464628,Barista,Gurgaon,"52, Paras Trade Center, Sector 56, Gurgaon",Sector 56,Cafe,No,2,Not rated,0.0
18398590,Biryani Express,Gurgaon,"Shop 3, Mehar Chand Complex, Wazirabad Market, Sector 56, Gurgaon",Sector 56,Biryani,No,1,Not rated,1.0
18476986,Cafe #22hours,Gurgaon,"W Pratiksha hospital, Golf Course Extension Road, Sector 56, Gurgaon",Sector 56,"North Indian, South Indian, Chinese, Healthy Food, Bakery",No,1,Not rated,0.0
312560,Cake Innovation,Gurgaon,"ASF Insignia, Food Court, Gawal Pahari, Sector 56, Gurgaon",Sector 56,"Bakery, Desserts",No,1,Not rated,1.0
18391166,Chawla'sŒ_,Gurgaon,"10, District Commercial Center, Sector 56, Gurgaon",Sector 56,"North Indian, Chinese",No,2,Not rated,1.0
18464624,China Gathering,Gurgaon,"Shop 88, HUDA Market, Sector 55, Near Sector 56, Gurgaon",Sector 56,Chinese,No,2,Not rated,1.0
18464616,Chinese Hot Express,Gurgaon,"Car Parking, Sector 56, Gurgaon",Sector 56,Chinese,No,1,Not rated,0.0
18393725,Cookingo,Gurgaon,"Behind Legend Society, Sector 56, Gurgaon",Sector 56,"Mughlai, North Indian, Chinese",No,1,Not rated,0.0
18438453,Firefly,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,0.0
18365603,Foodie Xpress,Gurgaon,"Plot 52, Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,0.0
18388039,Go! Dimsum,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,Chinese,No,1,Not rated,0.0
18495252,Kanha North & South Indian Veg.,Gurgaon,"Shop 2, District Shopping Complex, Sector 56, Gurgaon",Sector 56,"North Indian, South Indian",No,1,Not rated,0.0
18421502,Kings Kulfi,Gurgaon,"Shop No 18, Huda Market, Sector 56, Gurgaon",Sector 56,Ice Cream,No,1,Not rated,0.0
18464630,Lassi Cafe,Gurgaon,"Main Baliawas, Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,0.0
18335897,Marwadi Khana,Gurgaon,"Sector 56, Gurgaon",Sector 56,"North Indian, Rajasthani",No,2,Not rated,0.0
5935,Nukkadwala,Gurgaon,"Asf, Insignia, Gwal Pahari, Gurgaon-Faridabad Road, Sector 56, Gurgaon",Sector 56,"Fast Food, Street Food",No,1,Not rated,3.0
18421476,Ravi Fast Food,Gurgaon,"Huda Market, Sector 56, Gurgaon",Sector 56,Fast Food,No,1,Not rated,0.0
305140,Shivalik Tiffin Corner,Gurgaon,"A1-148, Near Pawan Estate, Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,2.0
18464618,Street Food By Punjab Grills,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,0.0
18464626,Sweet Ginger Bakery,Gurgaon,"Shop 38, Paras Trade Centre, Sector 56, Gurgaon",Sector 56,Bakery,No,2,Not rated,0.0
18261727,The Rolling Stove,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,Chinese,No,1,Not rated,0.0
18319384,Vijeta's Happy Kitchen,Gurgaon,"Sector 56, Gurgaon",Sector 56,North Indian,No,1,Not rated,1.0
306540,Chawla'sŒ_,Gurgaon,"2nd Floor, Community Centre, Devinder Vihar, Sector 56, Gurgaon",Sector 56,"North Indian, Mughlai, Chinese",No,2,Poor,66.0
304524,Chy - Na Express,Gurgaon,"Shop 104, HUDA Market, Sector 56, Gurgaon",Sector 56,Chinese,Yes,1,Poor,46.0
2087,Kwality,Gurgaon,"85, HUDA Market, Sector 56, Gurgaon",Sector 56,"Chinese, Mughlai, North Indian",No,2,Poor,52.0
18439516,Brother's Snacks and Shakes,Gurgaon,"Shop 3, Near Artemis Hospital, Sector 57, Gurgaon",Sector 57,Fast Food,Yes,1,Average,12.0
5588,Ginger Garlic,Gurgaon,"G-7, Bestech Mall, Sector 57, Gurgaon",Sector 57,Chinese,Yes,2,Average,106.0
311975,Arabicaa 9,Gurgaon,"Shop 1, Plot 1-A, Circular Road, New Colony, Sector 7, Gurgaon",Sector 7,Lebanese,No,2,Average,22.0
6897,Burger Xpress,Gurgaon,"1A/1, Circular Road, New Colony, Sector 7, Gurgaon",Sector 7,Fast Food,No,1,Average,94.0
313122,Dilli Light,Gurgaon,"170/11, Shiv Puri, Sector 7, Gurgaon",Sector 7,"North Indian, Chinese",Yes,2,Average,16.0
306976,KB's Kulfi & Icecream,Gurgaon,"1, Opposite Allahabad Bank, Sector 7 Chowk, Sector 7, Gurgaon",Sector 7,Ice Cream,Yes,1,Average,11.0
308191,MyLoveBiryani.Com,Gurgaon,"Near Sector 7, Gurgaon",Sector 7,"North Indian, Biryani",No,1,Average,16.0
18336484,Tandoori Adda,Gurgaon,"SCO 2, Dyal Market, Shivpuri, Near Sector 7, Gurgaon",Sector 7,"North Indian, Mughlai, Chinese",Yes,1,Average,32.0
312665,Tiffins 4 U,Gurgaon,"Sector 7, Gurgaon",Sector 7,North Indian,No,1,Average,27.0
18357570,Cafe Cup of Life,Gurgaon,"6B, New Colony, Circular Road, Sector 7, Gurgaon",Sector 7,"Cafe, Fast Food, Chinese",Yes,2,Good,45.0
310829,DCK- Dana Choga's Kitchen,Gurgaon,"83-R, New Colony, Sector 7, Gurgaon",Sector 7,"North Indian, Mughlai",Yes,2,Good,148.0
9852,Kishu Di Hatti Sweets,Gurgaon,"53 L, New Colony Market, Sector 7, Gurgaon",Sector 7,Mithai,No,1,Good,20.0
18357912,KC Bakers,Gurgaon,"3/5, Khandsa Road, Sector 8, Gurgaon",Sector 8,Bakery,Yes,1,Average,13.0
311455,Sham Sweets,Gurgaon,"Shivaji Nagar, Near Balaji Mandir, Sector 8, Gurgaon",Sector 8,"Mithai, Street Food",No,1,Average,7.0
18398839,Bake Cuddle,Gurgaon,"1090/11, Street 5, Near Arya Samaj Mandir, Arjun Nagar, Sector 8, Gurgaon",Sector 8,Bakery,No,1,Not rated,3.0
1920,Gopala,Gurgaon,"D-85, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Mithai, Street Food",No,1,Average,37.0
358,Halki Aanch,Gurgaon,"D-141, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","North Indian, Chinese",Yes,2,Average,64.0
5080,New Sukh Sagar,Gurgaon,"CB-84, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1",Street Food,No,1,Average,16.0
1655,Sweets Corner,Gurgaon,"S 135, Shopping Mall, Market Road, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Mithai, North Indian, Chinese, Street Food",No,1,Average,28.0
